1682126028.698785  200.000000   0.000000   0.784599   -0.015979
1682126028.753888  200.000000   0.000000   0.784599   -0.019097
1682126028.811363  200.000000   0.000000   0.784599   -0.025723
1682126028.864147  200.000000   0.000000   0.784599   -0.022215
1682126028.919818  200.000000   0.000000   0.784599   -0.012472
1682126028.971410  200.000000   0.000000   0.784599   -0.018318
1682126029.025753  200.000000   0.000000   0.784599   0.012082
1682126029.080705  200.000000   0.000000   0.784599   0.106010
1682126029.134252  200.000000   0.015000   0.784599   0.171097
1682126029.184719  200.000000   0.030000   0.784599   0.237744
1682126029.234909  200.000000   0.045000   0.784599   0.275938
1682126029.238406  200.000000   0.045000   0.784599   0.277887
1682126029.241963  200.000000   0.045000   0.784599   0.277887
1682126029.246316  200.000000   0.045000   0.784599   0.282564
1682126029.249734  200.000000   0.045000   0.784599   0.282564
1682126029.253177  200.000000   0.045000   0.784599   0.282564
1682126029.256565  200.000000   0.060000   0.784599   0.283344
1682126029.259773  200.000000   0.060000   0.784599   0.283344
1682126029.263243  200.000000   0.060000   0.784599   0.283344
1682126029.266400  200.000000   0.060000   0.784599   0.286462
1682126029.283581  200.000000   0.060000   0.748884   0.286462
1682126029.318110  200.000000   0.075000   0.748884   0.283733
1682126029.362313  200.000000   0.075000   0.747299   0.279056
1682126029.395416  200.000000   0.075000   0.747299   0.276718
1682126029.430876  200.000000   0.075000   0.747299   0.277887
1682126029.464843  200.000000   0.075000   0.747299   0.275549
1682126029.496859  200.000000   0.090000   0.747299   0.272821
1682126029.530291  200.000000   0.090000   0.747299   0.272431
1682126029.566015  200.000000   0.120000   0.745673   0.271651
1682126029.597719  200.000000   0.135000   0.745673   0.271651
1682126029.632622  200.000000   0.135000   0.693253   0.270872
1682126029.667508  200.000000   0.135000   0.693253   0.266585
1682126029.699134  200.000000   0.150000   0.693253   0.262297
1682126029.732921  200.000000   0.165000   0.693253   0.256841
1682126029.765202  200.000000   0.165000   0.690889   0.254503
1682126029.800444  200.000000   0.165000   0.690889   0.251774
1682126029.833407  200.000000   0.180000   0.616852   0.251385
1682126029.857847  200.000000   0.180000   0.613321   0.247487
1682126029.902866  200.000000   0.195000   0.609701   0.240082
1682126029.934034  200.000000   0.195000   0.609701   0.231897
1682126029.963221  200.000000   0.195000   0.609701   0.227221
1682126029.997424  200.000000   0.210000   0.605997   0.222544
1682126030.036839  200.000000   0.210000   0.488701   0.221374
1682126030.067918  200.000000   0.225000   0.488701   0.217867
1682126030.094611  200.000000   0.225000   0.482906   0.212800
1682126030.128225  200.000000   0.240000   0.482906   0.200718
1682126030.167458  200.000000   0.240000   0.290758   0.185128
1682126030.203494  200.000000   0.255000   0.290758   0.173436
1682126030.236949  200.000000   0.270000   0.281717   0.150441
1682126030.270382  200.000000   0.270000   0.281717   0.131344
1682126030.299217  200.000000   0.285000   0.281717   0.118092
1682126030.336408  200.000000   0.285000   0.272533   0.100554
1682126030.372998  200.000000   0.300000   0.011169   0.091979
1682126030.405574  200.000000   0.300000   0.011169   0.083795
1682126030.439007  200.000000   0.315000   0.011169   0.069764
1682126030.472906  200.000000   0.315000   0.011169   0.046379
1682126030.506064  200.000000   0.330000   0.011169   0.022215
1682126030.539473  200.000000   0.330000   0.011169   -0.000779
1682126030.573291  200.000000   0.345000   0.011169   -0.007015
1682126030.606933  200.000000   0.360000   0.011169   -0.008574
1682126030.640745  200.000000   0.345000   0.011169   -0.008574
1682126030.674285  200.000000   0.360000   0.011169   -0.008964
1682126030.707586  200.000000   0.360000   0.272533   -0.008574
1682126030.742027  200.000000   0.375000   0.011169   -0.011692
1682126030.774748  200.000000   0.375000   0.272533   -0.006626
1682126030.808699  200.000000   0.375000   0.272533   0.004287
1682126030.842239  200.000000   0.405000   0.011169   0.014421
1682126030.875142  200.000000   0.405000   -0.000000   0.025333
1682126030.908467  200.000000   0.405000   0.272533   0.029621
1682126030.942661  200.000000   0.420000   0.011169   0.028451
1682126030.975551  200.000000   0.435000   -0.000000   0.019487
1682126031.008724  200.000000   0.435000   0.272533   0.015200
1682126031.044396  200.000000   0.435000   0.272533   0.009744
1682126031.077622  200.000000   0.435000   -0.000000   0.009354
1682126031.112308  200.000000   0.435000   0.263227   0.024164
1682126031.144479  200.000000   0.450000   0.011169   0.052226
1682126031.177793  200.000000   0.435000   -0.000000   0.069764
1682126031.211489  200.000000   0.450000   -0.000000   0.065087
1682126031.242860  200.000000   0.450000   -0.000000   0.043651
1682126031.275784  200.000000   0.465000   -0.000000   0.018318
1682126031.308869  200.000000   0.465000   -0.000000   -0.003897
1682126031.343176  200.000000   0.465000   -0.000000   -0.016369
1682126031.376090  200.000000   0.480000   -0.000000   -0.015590
1682126031.409475  200.000000   0.480000   -0.000000   -0.014421
1682126031.442770  200.000000   0.495000   0.263227   -0.009744
1682126031.475888  200.000000   0.495000   -0.000000   -0.012082
1682126031.509536  200.000000   0.495000   -0.000000   -0.007405
1682126031.543358  200.000000   0.495000   -0.000000   0.003118
1682126031.577001  200.000000   0.495000   -0.000000   0.008964
1682126031.610337  200.000000   0.495000   0.263227   0.005846
1682126031.643800  200.000000   0.495000   -0.000000   -0.012472
1682126031.679756  200.000000   0.495000   -0.000000   -0.015979
1682126031.713171  200.000000   0.510000   -0.000000   -0.014421
1682126031.746306  200.000000   0.510000   0.011169   -0.009354
1682126031.781982  200.000000   0.510000   -0.000000   -0.011692
1682126031.813893  200.000000   0.510000   0.263227   -0.013251
1682126031.847432  200.000000   0.510000   0.272533   -0.017538
1682126031.881690  200.000000   0.510000   0.272533   -0.011692
1682126031.914698  200.000000   0.510000   0.272533   0.010133
1682126031.949069  200.000000   0.510000   0.272533   0.052226
1682126031.981719  200.000000   0.510000   0.011169   0.076779
1682126032.015638  200.000000   0.510000   -0.000000   0.084964
1682126032.049105  200.000000   0.510000   -0.000000   0.078338
1682126032.082733  200.000000   0.525000   -0.000000   0.054954
1682126032.116982  200.000000   0.525000   -0.272533   0.009744
1682126032.149942  200.000000   0.525000   -0.011169   -0.017149
1682126032.183086  200.000000   0.540000   -0.000000   -0.034687
1682126032.217580  200.000000   0.540000   -0.272533   -0.035467
1682126032.250756  200.000000   0.540000   -0.000000   -0.032738
1682126032.284440  200.000000   0.525000   -0.000000   -0.031959
1682126032.318445  200.000000   0.525000   -0.000000   -0.028451
1682126032.351400  200.000000   0.540000   -0.000000   -0.024944
