0	0	0	0
0.01	0.02	0	0.0002
0.02	0.04	0	0.0011
0.03	0.06	0	0.0029
0.04	0.08	0.0001	0.0055
0.05	0.1	0.0002	0.0087
0.06	0.1199	0.0003	0.0126
0.07	0.1399	0.0005	0.0169
0.08	0.1598	0.0007	0.0218
0.09	0.1798	0.001	0.027
0.1	0.1997	0.0013	0.0325
0.11	0.2196	0.0017	0.0383
0.12	0.2394	0.0021	0.0443
0.13	0.2593	0.0026	0.0505
0.14	0.2791	0.0032	0.0568
0.15	0.2989	0.0038	0.0631
0.16	0.3186	0.0045	0.0695
0.17	0.3384	0.0053	0.0759
0.18	0.3581	0.0061	0.0823
0.19	0.3777	0.007	0.0886
0.2	0.3973	0.0079	0.0948
0.21	0.4169	0.0089	0.1009
0.22	0.4365	0.01	0.1069
0.23	0.456	0.0111	0.1127
0.24	0.4754	0.0123	0.1184
0.25	0.4948	0.0136	0.1239
0.26	0.5142	0.0149	0.1292
0.27	0.5335	0.0162	0.1343
0.28	0.5527	0.0176	0.1392
0.29	0.5719	0.019	0.1439
0.3	0.591	0.0205	0.1483
0.31	0.6101	0.022	0.1526
0.32	0.6291	0.0236	0.1566
0.33	0.6481	0.0252	0.1604
0.34	0.667	0.0268	0.164
0.35	0.6858	0.0285	0.1674
0.36	0.7045	0.0302	0.1705
0.37	0.7232	0.032	0.1734
0.38	0.7418	0.0337	0.1761
0.39	0.7604	0.0355	0.1786
0.4	0.7788	0.0373	0.1809
0.41	0.7972	0.0391	0.183
0.42	0.8155	0.041	0.1849
0.43	0.8337	0.0429	0.1866
0.44	0.8519	0.0447	0.1881
0.45	0.8699	0.0466	0.1894
0.46	0.8879	0.0485	0.1906
0.47	0.9058	0.0505	0.1916
0.48	0.9236	0.0524	0.1925
0.49	0.9413	0.0543	0.1932
0.5	0.9589	0.0563	0.1937
0.51	0.9764	0.0582	0.1942
0.52	0.9938	0.0601	0.1945
0.53	1.0111	0.0621	0.1946
0.54	1.0283	0.064	0.1947
0.55	1.0454	0.066	0.1946
0.56	1.0624	0.0679	0.1944
0.57	1.0793	0.0699	0.1942
0.58	1.096	0.0718	0.1938
0.59	1.1127	0.0737	0.1933
0.6	1.1293	0.0757	0.1928
0.61	1.1457	0.0776	0.1922
0.62	1.1621	0.0795	0.1915
0.63	1.1783	0.0814	0.1907
0.64	1.1944	0.0833	0.1899
0.65	1.2104	0.0852	0.189
0.66	1.2262	0.0871	0.1881
0.67	1.242	0.0889	0.1871
0.68	1.2576	0.0908	0.1861
0.69	1.2731	0.0927	0.185
0.7	1.2884	0.0945	0.1839
0.71	1.3037	0.0963	0.1827
0.72	1.3188	0.0981	0.1815
0.73	1.3337	0.0999	0.1803
0.74	1.3486	0.1017	0.1791
0.75	1.3633	0.1035	0.1778
0.76	1.3778	0.1053	0.1765
0.77	1.3923	0.107	0.1751
0.78	1.4066	0.1088	0.1738
0.79	1.4207	0.1105	0.1724
0.8	1.4347	0.1122	0.1711
0.81	1.4486	0.1139	0.1697
0.82	1.4623	0.1156	0.1682
0.83	1.4759	0.1172	0.1668
0.84	1.4893	0.1189	0.1654
0.85	1.5026	0.1205	0.1639
0.86	1.5157	0.1222	0.1625
0.87	1.5287	0.1238	0.161
0.88	1.5415	0.1254	0.1595
0.89	1.5541	0.1269	0.158
0.9	1.5667	0.1285	0.1565
0.91	1.579	0.1301	0.155
0.92	1.5912	0.1316	0.1535
0.93	1.6032	0.1331	0.152
0.94	1.6151	0.1346	0.1505
0.95	1.6268	0.1361	0.149
0.96	1.6384	0.1376	0.1474
0.97	1.6498	0.139	0.1459
0.98	1.661	0.1405	0.1443
0.99	1.6721	0.1419	0.1428
1	1.6829	0.1433	0.1412
1.01	1.6937	0.1447	0.1397
1.02	1.7042	0.1461	0.1381
1.03	1.7146	0.1475	0.1365
1.04	1.7248	0.1488	0.1349
1.05	1.7348	0.1502	0.1334
1.06	1.7447	0.1515	0.1318
1.07	1.7544	0.1528	0.1302
1.08	1.7639	0.1541	0.1286
1.09	1.7733	0.1553	0.127
1.1	1.7824	0.1566	0.1253
1.11	1.7914	0.1578	0.1237
1.12	1.8002	0.159	0.1221
1.13	1.8088	0.1602	0.1204
1.14	1.8173	0.1614	0.1188
1.15	1.8255	0.1626	0.1171
1.16	1.8336	0.1638	0.1155
1.17	1.8415	0.1649	0.1138
1.18	1.8492	0.166	0.1122
1.19	1.8567	0.1671	0.1105
1.2	1.8641	0.1682	0.1088
1.21	1.8712	0.1693	0.1071
1.22	1.8782	0.1703	0.1054
1.23	1.885	0.1714	0.1037
1.24	1.8916	0.1724	0.102
1.25	1.898	0.1734	0.1002
1.26	1.9042	0.1744	0.0985
1.27	1.9102	0.1753	0.0967
1.28	1.916	0.1763	0.095
1.29	1.9217	0.1772	0.0932
1.3	1.9271	0.1781	0.0915
1.31	1.9324	0.179	0.0897
1.32	1.9374	0.1799	0.0879
1.33	1.9423	0.1808	0.0861
1.34	1.947	0.1816	0.0843
1.35	1.9514	0.1825	0.0825
1.36	1.9557	0.1833	0.0807
1.37	1.9598	0.184	0.0789
1.38	1.9637	0.1848	0.0771
1.39	1.9674	0.1856	0.0752
1.4	1.9709	0.1863	0.0734
1.41	1.9742	0.187	0.0715
1.42	1.9773	0.1877	0.0697
1.43	1.9802	0.1884	0.0678
1.44	1.9829	0.1891	0.0659
1.45	1.9854	0.1897	0.064
1.46	1.9877	0.1903	0.0622
1.47	1.9898	0.1909	0.0603
1.48	1.9918	0.1915	0.0584
1.49	1.9935	0.1921	0.0565
1.5	1.995	0.1926	0.0546
1.51	1.9963	0.1931	0.0526
1.52	1.9974	0.1936	0.0507
1.53	1.9983	0.1941	0.0488
1.54	1.9991	0.1946	0.0469
1.55	1.9996	0.195	0.0449
1.56	1.9999	0.1955	0.043
1.57	2	0.1959	0.041
1.58	1.9999	0.1963	0.0391
1.59	1.9996	0.1967	0.0371
1.6	1.9991	0.197	0.0352
1.61	1.9985	0.1973	0.0332
1.62	1.9976	0.1976	0.0312
1.63	1.9965	0.1979	0.0293
1.64	1.9952	0.1982	0.0273
1.65	1.9937	0.1985	0.0253
1.66	1.992	0.1987	0.0233
1.67	1.9902	0.1989	0.0214
1.68	1.9881	0.1991	0.0194
1.69	1.9858	0.1993	0.0174
1.7	1.9833	0.1994	0.0154
1.71	1.9807	0.1996	0.0134
1.72	1.9778	0.1997	0.0114
1.73	1.9747	0.1998	0.0094
1.74	1.9714	0.1999	0.0074
1.75	1.968	0.1999	0.0054
1.76	1.9643	0.1999	0.0034
1.77	1.9604	0.2	0.0014
1.78	1.9564	0.1999	-0.0006
1.79	1.9521	0.1999	-0.0026
1.8	1.9477	0.1999	-0.0046
1.81	1.9431	0.1998	-0.0066
1.82	1.9382	0.1997	-0.0086
1.83	1.9332	0.1996	-0.0106
1.84	1.928	0.1995	-0.0126
1.85	1.9226	0.1994	-0.0145
1.86	1.9169	0.1992	-0.0165
1.87	1.9111	0.199	-0.0185
1.88	1.9052	0.1988	-0.0205
1.89	1.899	0.1986	-0.0225
1.9	1.8926	0.1983	-0.0245
1.91	1.886	0.1981	-0.0265
1.92	1.8793	0.1978	-0.0285
1.93	1.8724	0.1975	-0.0304
1.94	1.8652	0.1971	-0.0324
1.95	1.8579	0.1968	-0.0344
1.96	1.8504	0.1964	-0.0364
1.97	1.8427	0.1961	-0.0383
1.98	1.8349	0.1957	-0.0403
1.99	1.8268	0.1952	-0.0422
2	1.8186	0.1948	-0.0442
2.01	1.8102	0.1943	-0.0461
2.02	1.8016	0.1938	-0.0481
2.03	1.7928	0.1933	-0.05
2.04	1.7839	0.1928	-0.052
2.05	1.7747	0.1923	-0.0539
2.06	1.7654	0.1917	-0.0558
2.07	1.7559	0.1912	-0.0577
2.08	1.7463	0.1906	-0.0596
2.09	1.7364	0.1899	-0.0615
2.1	1.7264	0.1893	-0.0634
2.11	1.7162	0.1887	-0.0653
2.12	1.7059	0.188	-0.0672
2.13	1.6954	0.1873	-0.0691
2.14	1.6847	0.1866	-0.071
2.15	1.6738	0.1859	-0.0728
2.16	1.6628	0.1851	-0.0747
2.17	1.6516	0.1843	-0.0766
2.18	1.6402	0.1836	-0.0784
2.19	1.6287	0.1828	-0.0802
2.2	1.617	0.1819	-0.0821
2.21	1.6051	0.1811	-0.0839
2.22	1.5931	0.1802	-0.0857
2.23	1.581	0.1794	-0.0875
2.24	1.5686	0.1785	-0.0893
2.25	1.5561	0.1776	-0.0911
2.26	1.5435	0.1766	-0.0928
2.27	1.5307	0.1757	-0.0946
2.28	1.5178	0.1747	-0.0964
2.29	1.5047	0.1737	-0.0981
2.3	1.4914	0.1727	-0.0999
2.31	1.478	0.1717	-0.1016
2.32	1.4645	0.1707	-0.1033
2.33	1.4508	0.1696	-0.105
2.34	1.4369	0.1686	-0.1067
2.35	1.4229	0.1675	-0.1084
2.36	1.4088	0.1664	-0.1101
2.37	1.3946	0.1653	-0.1117
2.38	1.3801	0.1641	-0.1134
2.39	1.3656	0.163	-0.115
2.4	1.3509	0.1618	-0.1167
2.41	1.3361	0.1606	-0.1183
2.42	1.3212	0.1594	-0.1199
2.43	1.3061	0.1582	-0.1215
2.44	1.2909	0.157	-0.1231
2.45	1.2755	0.1557	-0.1246
2.46	1.2601	0.1545	-0.1262
2.47	1.2445	0.1532	-0.1277
2.48	1.2287	0.1519	-0.1293
2.49	1.2129	0.1506	-0.1308
2.5	1.1969	0.1493	-0.1323
2.51	1.1809	0.1479	-0.1338
2.52	1.1647	0.1466	-0.1353
2.53	1.1483	0.1452	-0.1367
2.54	1.1319	0.1438	-0.1382
2.55	1.1154	0.1425	-0.1396
2.56	1.0987	0.141	-0.141
2.57	1.0819	0.1396	-0.1424
2.58	1.0651	0.1382	-0.1438
2.59	1.0481	0.1367	-0.1452
2.6	1.031	0.1353	-0.1466
2.61	1.0138	0.1338	-0.1479
2.62	0.9965	0.1323	-0.1493
2.63	0.9791	0.1308	-0.1506
2.64	0.9616	0.1293	-0.1519
2.65	0.9441	0.1277	-0.1532
2.66	0.9264	0.1262	-0.1545
2.67	0.9086	0.1246	-0.1557
2.68	0.8907	0.1231	-0.157
2.69	0.8728	0.1215	-0.1582
2.7	0.8548	0.1199	-0.1594
2.71	0.8366	0.1183	-0.1606
2.72	0.8184	0.1167	-0.1618
2.73	0.8001	0.115	-0.163
2.74	0.7818	0.1134	-0.1641
2.75	0.7633	0.1117	-0.1653
2.76	0.7448	0.1101	-0.1664
2.77	0.7262	0.1084	-0.1675
2.78	0.7075	0.1067	-0.1686
2.79	0.6888	0.105	-0.1696
2.8	0.67	0.1033	-0.1707
2.81	0.6511	0.1016	-0.1717
2.82	0.6322	0.0999	-0.1727
2.83	0.6131	0.0981	-0.1737
2.84	0.5941	0.0964	-0.1747
2.85	0.575	0.0946	-0.1757
2.86	0.5558	0.0929	-0.1766
2.87	0.5365	0.0911	-0.1776
2.88	0.5172	0.0893	-0.1785
2.89	0.4979	0.0875	-0.1794
2.9	0.4785	0.0857	-0.1802
2.91	0.4591	0.0839	-0.1811
2.92	0.4396	0.0821	-0.1819
2.93	0.42	0.0802	-0.1828
2.94	0.4005	0.0784	-0.1836
2.95	0.3808	0.0766	-0.1843
2.96	0.3612	0.0747	-0.1851
2.97	0.3415	0.0729	-0.1858
2.98	0.3218	0.071	-0.1866
2.99	0.302	0.0691	-0.1873
3	0.2822	0.0672	-0.188
3.01	0.2624	0.0653	-0.1887
3.02	0.2426	0.0635	-0.1893
3.03	0.2227	0.0616	-0.1899
3.04	0.2028	0.0596	-0.1906
3.05	0.1829	0.0577	-0.1912
3.06	0.163	0.0558	-0.1917
3.07	0.1431	0.0539	-0.1923
3.08	0.1231	0.052	-0.1928
3.09	0.1031	0.05	-0.1933
3.1	0.0832	0.0481	-0.1938
3.11	0.0632	0.0462	-0.1943
3.12	0.0432	0.0442	-0.1948
3.13	0.0232	0.0423	-0.1952
3.14	0.0032	0.0403	-0.1957
3.15	-0.0168	0.0383	-0.1961
3.16	-0.0368	0.0364	-0.1964
3.17	-0.0568	0.0344	-0.1968
3.18	-0.0768	0.0324	-0.1971
3.19	-0.0968	0.0305	-0.1975
3.2	-0.1167	0.0285	-0.1978
3.21	-0.1367	0.0265	-0.1981
3.22	-0.1567	0.0245	-0.1983
3.23	-0.1766	0.0225	-0.1986
3.24	-0.1965	0.0205	-0.1988
3.25	-0.2164	0.0186	-0.199
3.26	-0.2363	0.0166	-0.1992
3.27	-0.2561	0.0146	-0.1994
3.28	-0.2759	0.0126	-0.1995
3.29	-0.2957	0.0106	-0.1996
3.3	-0.3155	0.0086	-0.1997
3.31	-0.3352	0.0066	-0.1998
3.32	-0.3549	0.0046	-0.1999
3.33	-0.3746	0.0026	-0.1999
3.34	-0.3942	0.0006	-0.2
3.35	-0.4138	-0.0014	-0.2
3.36	-0.4334	-0.0034	-0.1999
3.37	-0.4529	-0.0054	-0.1999
3.38	-0.4723	-0.0074	-0.1999
3.39	-0.4917	-0.0094	-0.1998
3.4	-0.5111	-0.0114	-0.1997
3.41	-0.5304	-0.0134	-0.1996
3.42	-0.5496	-0.0154	-0.1994
3.43	-0.5689	-0.0174	-0.1993
3.44	-0.588	-0.0194	-0.1991
3.45	-0.6071	-0.0214	-0.1989
3.46	-0.6261	-0.0234	-0.1987
3.47	-0.6451	-0.0253	-0.1985
3.48	-0.664	-0.0273	-0.1982
3.49	-0.6828	-0.0293	-0.1979
3.5	-0.7016	-0.0313	-0.1977
3.51	-0.7203	-0.0333	-0.1973
3.52	-0.7389	-0.0352	-0.197
3.53	-0.7574	-0.0372	-0.1967
3.54	-0.7759	-0.0392	-0.1963
3.55	-0.7943	-0.0411	-0.1959
3.56	-0.8126	-0.0431	-0.1955
3.57	-0.8308	-0.045	-0.195
3.58	-0.849	-0.047	-0.1946
3.59	-0.8671	-0.0489	-0.1941
3.6	-0.885	-0.0508	-0.1936
3.61	-0.9029	-0.0528	-0.1931
3.62	-0.9207	-0.0547	-0.1926
3.63	-0.9384	-0.0566	-0.1921
3.64	-0.9561	-0.0585	-0.1915
3.65	-0.9736	-0.0604	-0.1909
3.66	-0.991	-0.0623	-0.1903
3.67	-1.0083	-0.0642	-0.1897
3.68	-1.0255	-0.0661	-0.189
3.69	-1.0427	-0.068	-0.1884
3.7	-1.0597	-0.0699	-0.1877
3.71	-1.0766	-0.0718	-0.187
3.72	-1.0934	-0.0736	-0.1863
3.73	-1.1101	-0.0755	-0.1855
3.74	-1.1267	-0.0773	-0.1848
3.75	-1.1431	-0.0792	-0.184
3.76	-1.1595	-0.081	-0.1832
3.77	-1.1757	-0.0828	-0.1824
3.78	-1.1918	-0.0846	-0.1816
3.79	-1.2078	-0.0865	-0.1807
3.8	-1.2237	-0.0883	-0.1799
3.81	-1.2395	-0.09	-0.179
3.82	-1.2551	-0.0918	-0.1781
3.83	-1.2706	-0.0936	-0.1772
3.84	-1.286	-0.0954	-0.1762
3.85	-1.3013	-0.0971	-0.1753
3.86	-1.3164	-0.0989	-0.1743
3.87	-1.3314	-0.1006	-0.1733
3.88	-1.3462	-0.1023	-0.1723
3.89	-1.3609	-0.104	-0.1713
3.9	-1.3755	-0.1057	-0.1703
3.91	-1.39	-0.1074	-0.1692
3.92	-1.4043	-0.1091	-0.1681
3.93	-1.4185	-0.1108	-0.167
3.94	-1.4325	-0.1124	-0.1659
3.95	-1.4464	-0.1141	-0.1648
3.96	-1.4601	-0.1157	-0.1637
3.97	-1.4737	-0.1173	-0.1625
3.98	-1.4872	-0.1189	-0.1613
3.99	-1.5005	-0.1205	-0.1601
4	-1.5136	-0.1221	-0.1589
4.01	-1.5266	-0.1237	-0.1577
4.02	-1.5394	-0.1253	-0.1565
4.03	-1.5521	-0.1268	-0.1552
4.04	-1.5647	-0.1284	-0.154
4.05	-1.5771	-0.1299	-0.1527
4.06	-1.5893	-0.1314	-0.1514
4.07	-1.6013	-0.1329	-0.1501
4.08	-1.6132	-0.1344	-0.1487
4.09	-1.625	-0.1359	-0.1474
4.1	-1.6366	-0.1373	-0.146
4.11	-1.648	-0.1388	-0.1446
4.12	-1.6592	-0.1402	-0.1433
4.13	-1.6703	-0.1416	-0.1419
4.14	-1.6812	-0.143	-0.1404
4.15	-1.692	-0.1444	-0.139
4.16	-1.7025	-0.1458	-0.1376
4.17	-1.713	-0.1472	-0.1361
4.18	-1.7232	-0.1485	-0.1346
4.19	-1.7333	-0.1498	-0.1332
4.2	-1.7432	-0.1512	-0.1317
4.21	-1.7529	-0.1525	-0.1301
4.22	-1.7624	-0.1537	-0.1286
4.23	-1.7718	-0.155	-0.1271
4.24	-1.781	-0.1563	-0.1255
4.25	-1.79	-0.1575	-0.124
4.26	-1.7988	-0.1587	-0.1224
4.27	-1.8075	-0.1599	-0.1208
4.28	-1.8159	-0.1611	-0.1192
4.29	-1.8242	-0.1623	-0.1176
4.3	-1.8323	-0.1635	-0.116
4.31	-1.8403	-0.1646	-0.1143
4.32	-1.848	-0.1657	-0.1127
4.33	-1.8556	-0.1669	-0.111
4.34	-1.8629	-0.1679	-0.1094
4.35	-1.8701	-0.169	-0.1077
4.36	-1.8771	-0.1701	-0.106
4.37	-1.8839	-0.1711	-0.1043
4.38	-1.8905	-0.1722	-0.1026
4.39	-1.897	-0.1732	-0.1009
4.4	-1.9032	-0.1742	-0.0991
4.41	-1.9093	-0.1751	-0.0974
4.42	-1.9151	-0.1761	-0.0956
4.43	-1.9208	-0.177	-0.0939
4.44	-1.9263	-0.1779	-0.0921
4.45	-1.9315	-0.1788	-0.0903
4.46	-1.9366	-0.1797	-0.0885
4.47	-1.9415	-0.1806	-0.0867
4.48	-1.9462	-0.1814	-0.0849
4.49	-1.9507	-0.1823	-0.0831
4.5	-1.9551	-0.1831	-0.0813
4.51	-1.9592	-0.1839	-0.0795
4.52	-1.9631	-0.1847	-0.0776
4.53	-1.9668	-0.1854	-0.0758
4.54	-1.9704	-0.1862	-0.0739
4.55	-1.9737	-0.1869	-0.0721
4.56	-1.9768	-0.1876	-0.0702
4.57	-1.9798	-0.1883	-0.0683
4.58	-1.9825	-0.1889	-0.0664
4.59	-1.985	-0.1896	-0.0646
4.6	-1.9874	-0.1902	-0.0627
4.61	-1.9895	-0.1908	-0.0608
4.62	-1.9915	-0.1914	-0.0588
4.63	-1.9932	-0.192	-0.0569
4.64	-1.9948	-0.1925	-0.055
4.65	-1.9961	-0.193	-0.0531
4.66	-1.9973	-0.1936	-0.0512
4.67	-1.9982	-0.1941	-0.0492
4.68	-1.999	-0.1945	-0.0473
4.69	-1.9995	-0.195	-0.0453
4.7	-1.9998	-0.1954	-0.0434
4.71	-2	-0.1958	-0.0414
4.72	-1.9999	-0.1962	-0.0395
4.73	-1.9997	-0.1966	-0.0375
4.74	-1.9992	-0.197	-0.0355
4.75	-1.9986	-0.1973	-0.0336
4.76	-1.9977	-0.1976	-0.0316
4.77	-1.9967	-0.1979	-0.0296
4.78	-1.9954	-0.1982	-0.0276
4.79	-1.994	-0.1984	-0.0257
4.8	-1.9923	-0.1987	-0.0237
4.81	-1.9905	-0.1989	-0.0217
4.82	-1.9884	-0.1991	-0.0197
4.83	-1.9862	-0.1993	-0.0177
4.84	-1.9837	-0.1994	-0.0157
4.85	-1.9811	-0.1996	-0.0137
4.86	-1.9783	-0.1997	-0.0117
4.87	-1.9752	-0.1998	-0.0097
4.88	-1.972	-0.1998	-0.0077
4.89	-1.9685	-0.1999	-0.0057
4.9	-1.9649	-0.1999	-0.0037
4.91	-1.9611	-0.2	-0.0017
4.92	-1.9571	-0.2	0.0003
4.93	-1.9528	-0.1999	0.0023
4.94	-1.9484	-0.1999	0.0043
4.95	-1.9438	-0.1998	0.0063
4.96	-1.939	-0.1997	0.0083
4.97	-1.934	-0.1996	0.0103
4.98	-1.9288	-0.1995	0.0122
4.99	-1.9234	-0.1994	0.0142
5	-1.9178	-0.1992	0.0162
5.01	-1.9121	-0.199	0.0182
5.02	-1.9061	-0.1988	0.0202
5.03	-1.9	-0.1986	0.0222
5.04	-1.8936	-0.1984	0.0242
5.05	-1.8871	-0.1981	0.0262
5.06	-1.8804	-0.1978	0.0282
5.07	-1.8735	-0.1975	0.0301
5.08	-1.8664	-0.1972	0.0321
5.09	-1.8591	-0.1969	0.0341
5.1	-1.8516	-0.1965	0.0361
5.11	-1.844	-0.1961	0.038
5.12	-1.8361	-0.1957	0.04
5.13	-1.8281	-0.1953	0.0419
5.14	-1.8199	-0.1949	0.0439
5.15	-1.8115	-0.1944	0.0458
5.16	-1.803	-0.1939	0.0478
5.17	-1.7942	-0.1934	0.0497
5.18	-1.7853	-0.1929	0.0517
5.19	-1.7762	-0.1924	0.0536
5.2	-1.7669	-0.1918	0.0555
5.21	-1.7575	-0.1912	0.0574
5.22	-1.7478	-0.1907	0.0593
5.23	-1.738	-0.19	0.0612
5.24	-1.728	-0.1894	0.0631
5.25	-1.7179	-0.1888	0.065
