0.337184	800.000000	0.000000
0.347058	800.000000	0.000000
0.357163	800.000000	0.000000
0.367236	800.000000	0.000000
0.377551	800.000000	0.000000
0.387377	800.000000	0.000000
0.397343	800.000000	0.000000
0.407509	800.000000	0.000000
0.417350	800.000000	0.000000
0.427586	800.000000	0.000000
0.437506	800.000000	0.000000
0.448392	800.000000	0.000000
0.456965	800.000000	0.000000
0.467002	800.000000	0.000000
0.476856	800.000000	0.000000
0.486886	800.000000	0.000000
0.497329	800.000000	0.000000
0.507429	800.000000	0.000000
0.517353	800.000000	0.000000
0.527634	800.000000	0.000000
0.537544	800.000000	0.015000
0.547422	800.000000	0.030000
0.557231	800.000000	0.045000
0.567183	800.000000	0.060000
0.577217	800.000000	0.105000
0.587016	800.000000	0.150000
0.602788	800.000000	0.195000
0.608807	800.000000	0.270000
0.624574	800.000000	0.345000
0.628457	800.000000	0.435000
0.637645	800.000000	0.540000
0.647840	800.000000	0.645000
0.657274	800.000000	0.765000
0.667687	800.000000	0.900000
0.678014	800.000000	1.050000
0.687882	800.000000	1.200000
0.697372	800.000000	1.350000
0.707703	800.000000	1.530000
0.717207	800.000000	1.710000
0.727120	800.000000	1.905000
0.736938	800.000000	2.055000
0.751580	800.000000	2.250000
0.757476	800.000000	2.430000
0.767084	800.000000	2.625000
0.777069	800.000000	2.790000
0.792532	800.000000	2.955000
0.802684	800.000000	3.120000
0.813244	800.000000	3.255000
0.822682	800.000000	3.405000
0.827794	800.000000	3.510000
0.842605	800.000000	3.630000
0.852715	800.000000	3.750000
0.862908	800.000000	3.870000
0.867814	800.000000	3.930000
0.882177	800.000000	4.020000
0.894756	800.000000	4.095000
0.902089	800.000000	4.185000
0.907322	800.000000	4.215000
0.922564	800.000000	4.260000
0.932240	800.000000	4.290000
0.942586	800.000000	4.365000
0.947511	800.000000	4.365000
0.957102	800.000000	4.410000
0.972202	800.000000	4.425000
0.982434	800.000000	4.440000
0.992571	800.000000	4.455000
0.997332	800.000000	4.455000
1.012439	800.000000	4.470000
1.022222	800.000000	4.470000
1.039955	800.000000	4.515000
1.044691	800.000000	4.515000
1.052119	800.000000	4.530000
1.062134	800.000000	4.530000
1.072361	800.000000	4.575000
1.077333	800.000000	4.545000
1.087483	800.000000	4.560000
1.102824	800.000000	4.560000
1.112325	800.000000	4.590000
1.122601	800.000000	4.605000
1.132850	800.000000	4.620000
1.142911	800.000000	4.620000
1.153298	800.000000	4.650000
1.162162	800.000000	4.650000
1.180924	800.000000	4.635000
1.184115	800.000000	4.650000
1.192077	800.000000	4.665000
1.202692	800.000000	4.710000
1.212815	800.000000	4.695000
1.222834	800.000000	4.710000
1.232412	800.000000	4.710000
1.242454	800.000000	4.725000
1.252510	800.000000	4.695000
1.262694	800.000000	4.695000
1.272534	800.000000	4.695000
1.282877	800.000000	4.725000
1.292399	800.000000	4.725000
1.302112	800.000000	4.740000
1.324559	800.000000	4.740000
1.326256	800.000000	4.740000
1.332263	800.000000	4.740000
1.342732	800.000000	4.725000
1.352417	800.000000	4.725000
1.362343	800.000000	4.725000
1.372789	800.000000	4.755000
1.382821	800.000000	4.725000
1.392442	800.000000	4.725000
1.402625	800.000000	4.695000
1.412836	800.000000	4.725000
1.422428	800.000000	4.695000
1.432364	800.000000	4.710000
1.442383	800.000000	4.710000
1.452544	800.000000	4.740000
1.462478	800.000000	4.710000
1.472362	800.000000	4.710000
1.482654	800.000000	4.695000
1.492814	800.000000	4.695000
1.502876	800.000000	4.680000
1.513646	800.000000	4.650000
1.523918	800.000000	4.635000
1.532751	800.000000	4.650000
1.542713	800.000000	4.665000
1.552521	800.000000	4.635000
1.562296	800.000000	4.635000
1.572272	800.000000	4.635000
1.582806	800.000000	4.665000
1.592093	800.000000	4.635000
1.602514	800.000000	4.650000
1.612500	800.000000	4.665000
1.622562	800.000000	4.695000
1.632571	800.000000	4.680000
1.642615	800.000000	4.680000
1.652499	800.000000	4.680000
1.662828	800.000000	4.710000
1.672433	800.000000	4.710000
1.682639	800.000000	4.695000
1.692431	800.000000	4.695000
1.702104	800.000000	4.695000
1.712193	800.000000	4.740000
1.722155	800.000000	4.725000
1.734345	800.000000	4.710000
1.742620	800.000000	4.710000
1.752279	800.000000	4.740000
1.762792	800.000000	4.710000
1.772654	800.000000	4.710000
1.782628	800.000000	4.710000
1.792428	800.000000	4.740000
1.802550	800.000000	4.725000
1.812906	800.000000	4.710000
1.822722	800.000000	4.710000
1.832620	800.000000	4.710000
1.842228	800.000000	4.710000
1.853182	800.000000	4.680000
1.862356	800.000000	4.680000
