1670634241.36	25.00	334.00
1670634241.85	24.00	333.00
1670634241.93	24.00	334.00
1670634242.01	24.00	334.00
1670634242.08	24.00	334.00
1670634242.16	24.00	334.00
1670634242.23	24.00	334.00
1670634242.32	24.00	334.00
1670634242.41	24.00	334.00
1670634242.55	24.00	334.00
1670634242.63	24.00	334.00
1670634242.72	24.00	334.00
1670634242.78	24.00	334.00
1670634242.89	24.00	334.00
1670634242.95	24.00	334.00
1670634243.02	24.00	334.00
1670634243.09	24.00	334.00
1670634243.16	24.00	334.00
1670634243.24	24.00	334.00
1670634243.33	24.00	334.00
1670634243.41	24.00	334.00
1670634243.50	24.00	334.00
1670634243.56	24.00	334.00
1670634243.93	24.00	334.00
1670634244.01	24.00	334.00
1670634244.07	24.00	334.00
1670634244.15	24.00	334.00
1670634244.22	24.00	334.00
1670634244.30	24.00	333.00
1670634244.37	24.00	333.00
1670634244.45	24.00	333.00
1670634244.51	24.00	332.00
1670634244.60	24.00	332.00
1670634244.67	24.00	331.00
1670634244.75	24.00	330.00
1670634244.81	24.00	329.00
1670634244.90	24.00	328.00
1670634244.96	24.00	326.00
1670634245.04	24.00	325.00
1670634245.11	24.00	323.00
1670634245.19	23.00	321.00
1670634245.25	23.00	319.00
1670634245.32	23.00	318.00
1670634245.40	21.00	315.00
1670634245.48	20.00	313.00
1670634245.55	19.00	310.00
1670634245.63	18.00	308.00
1670634245.71	18.00	306.00
1670634245.80	17.00	303.00
1670634245.87	16.00	299.00
1670634245.95	15.00	296.00
1670634246.03	15.00	293.00
1670634246.11	14.00	290.00
1670634246.18	14.00	285.00
1670634246.25	13.00	282.00
1670634246.32	13.00	278.00
1670634246.40	13.00	274.00
1670634246.47	12.00	270.00
1670634246.55	12.00	267.00
1670634246.62	11.00	263.00
1670634246.70	12.00	260.00
1670634246.76	11.00	254.00
1670634246.84	11.00	251.00
1670634246.91	12.00	247.00
1670634246.99	11.00	244.00
1670634247.06	11.00	240.00
1670634247.14	11.00	236.00
1670634247.20	10.00	231.00
1670634247.29	10.00	227.00
1670634247.35	10.00	223.00
1670634247.43	10.00	220.00
1670634247.50	10.00	216.00
1670634247.57	10.00	212.00
1670634247.64	 9.00	206.00
1670634247.73	 9.00	203.00
1670634247.79	 9.00	199.00
1670634247.87	 9.00	195.00
1670634247.94	 9.00	191.00
1670634248.02	 9.00	188.00
1670634248.09	 9.00	182.00
1670634248.17	 9.00	180.00
1670634248.24	 8.00	174.00
1670634248.32	 8.00	170.00
1670634248.39	 8.00	167.00
1670634248.47	 8.00	163.00
1670634248.54	 9.00	157.00
1670634248.61	 9.00	153.00
1670634248.68	 9.00	149.00
1670634248.76	 9.00	145.00
1670634248.83	 8.00	142.00
1670634248.91	 8.00	138.00
1670634248.98	 8.00	132.00
1670634249.07	 8.00	130.00
1670634249.13	 9.00	125.00
1670634249.21	 9.00	121.00
1670634249.29	 9.00	115.00
1670634249.37	 9.00	113.00
1670634249.44	 9.00	108.00
1670634249.51	 9.00	104.00
1670634249.58	 9.00	101.00
1670634249.66	10.00	95.00
1670634249.72	11.00	92.00
1670634249.80	12.00	88.00
1670634249.87	12.00	84.00
1670634249.95	14.00	81.00
1670634250.01	15.00	78.00
1670634250.09	16.00	74.00
1670634250.16	19.00	69.00
1670634250.24	20.00	66.00
1670634250.30	22.00	63.00
1670634250.37	24.00	60.00
1670634250.44	26.00	57.00
1670634250.52	28.00	54.00
1670634250.59	30.00	51.00
1670634250.67	33.00	48.00
1670634250.74	37.00	44.00
1670634250.82	38.00	43.00
1670634250.88	42.00	40.00
1670634250.97	45.00	37.00
1670634251.03	48.00	35.00
1670634251.10	52.00	34.00
1670634251.17	55.00	32.00
1670634251.26	58.00	31.00
1670634251.32	63.00	28.00
1670634251.40	67.00	27.00
1670634251.47	70.00	26.00
1670634251.54	74.00	25.00
1670634251.61	77.00	24.00
1670634251.70	81.00	23.00
1670634251.77	87.00	22.00
1670634251.85	91.00	21.00
1670634251.92	95.00	21.00
1670634251.99	100.00	21.00
1670634252.06	104.00	20.00
1670634252.14	108.00	21.00
1670634252.21	114.00	20.00
1670634252.29	118.00	20.00
1670634252.36	122.00	20.00
1670634252.44	127.00	19.00
1670634252.51	132.00	19.00
1670634252.58	136.00	20.00
1670634252.65	143.00	20.00
1670634252.74	148.00	20.00
1670634252.80	152.00	20.00
1670634252.87	157.00	19.00
1670634252.95	161.00	19.00
1670634253.03	168.00	19.00
1670634253.10	173.00	19.00
1670634253.18	177.00	19.00
1670634253.26	182.00	19.00
1670634253.34	187.00	19.00
1670634253.40	191.00	19.00
1670634253.48	199.00	20.00
1670634253.54	203.00	19.00
1670634253.63	208.00	19.00
1670634253.69	215.00	19.00
1670634253.78	217.00	19.00
1670634253.84	225.00	20.00
1670634253.93	229.00	20.00
1670634254.00	235.00	20.00
1670634254.08	240.00	20.00
1670634254.15	244.00	20.00
1670634254.23	249.00	20.00
1670634254.31	255.00	20.00
1670634254.39	260.00	21.00
1670634254.46	265.00	21.00
1670634254.54	269.00	22.00
1670634254.62	276.00	24.00
1670634254.70	281.00	25.00
1670634254.76	285.00	26.00
1670634254.84	289.00	27.00
1670634254.91	295.00	29.00
1670634254.98	299.00	31.00
1670634255.05	303.00	32.00
1670634255.14	307.00	33.00
1670634255.20	312.00	36.00
1670634255.28	315.00	38.00
1670634255.35	319.00	40.00
1670634255.43	322.00	42.00
1670634255.50	325.00	45.00
1670634255.58	327.00	47.00
1670634255.65	331.00	51.00
1670634255.73	334.00	53.00
1670634255.80	336.00	56.00
1670634255.88	338.00	59.00
1670634255.94	340.00	61.00
1670634256.03	343.00	66.00
1670634256.09	344.00	69.00
1670634256.17	345.00	72.00
1670634256.24	347.00	75.00
1670634256.32	348.00	78.00
1670634256.39	349.00	83.00
1670634256.47	349.00	84.00
1670634256.54	350.00	89.00
1670634256.62	350.00	93.00
1670634256.68	350.00	96.00
1670634256.76	350.00	100.00
1670634256.82	350.00	104.00
1670634256.92	350.00	107.00
1670634256.98	350.00	113.00
1670634257.05	351.00	117.00
1670634257.12	351.00	121.00
1670634257.20	351.00	124.00
1670634257.27	352.00	130.00
1670634257.35	352.00	132.00
1670634257.42	352.00	138.00
1670634257.50	353.00	142.00
1670634257.57	353.00	146.00
1670634257.64	353.00	150.00
1670634257.71	353.00	156.00
1670634257.79	352.00	158.00
1670634257.86	352.00	164.00
1670634257.94	353.00	169.00
1670634258.01	353.00	173.00
1670634258.09	352.00	177.00
1670634258.16	353.00	181.00
1670634258.25	353.00	185.00
1670634258.31	352.00	192.00
1670634258.40	352.00	196.00
1670634258.47	352.00	200.00
1670634258.54	353.00	205.00
1670634258.61	353.00	211.00
1670634258.69	353.00	215.00
1670634258.76	354.00	219.00
1670634258.84	354.00	223.00
1670634258.90	354.00	228.00
1670634258.99	353.00	232.00
1670634259.05	353.00	236.00
1670634259.13	353.00	240.00
1670634259.20	353.00	244.00
1670634259.28	353.00	248.00
1670634259.35	354.00	251.00
1670634259.43	354.00	255.00
1670634259.50	354.00	261.00
1670634259.58	353.00	265.00
1670634259.65	353.00	269.00
1670634259.73	353.00	273.00
1670634259.79	353.00	277.00
1670634259.87	354.00	284.00
1670634259.94	354.00	288.00
1670634260.02	354.00	292.00
1670634260.09	354.00	296.00
1670634260.17	353.00	299.00
1670634260.24	352.00	305.00
1670634260.32	350.00	309.00
1670634260.39	349.00	313.00
1670634260.47	348.00	316.00
1670634260.53	346.00	320.00
1670634260.61	344.00	324.00
1670634260.68	341.00	329.00
1670634260.75	339.00	333.00
1670634260.82	337.00	336.00
1670634260.89	335.00	340.00
1670634260.96	332.00	343.00
1670634261.05	329.00	346.00
1670634261.12	326.00	349.00
1670634261.20	322.00	352.00
1670634261.27	317.00	355.00
1670634261.35	313.00	358.00
1670634261.43	310.00	360.00
1670634261.54	305.00	362.00
1670634261.63	299.00	365.00
1670634261.73	295.00	367.00
1670634261.80	290.00	368.00
1670634261.90	285.00	369.00
1670634261.96	278.00	370.00
1670634262.04	268.00	372.00
1670634262.11	263.00	372.00
1670634262.19	258.00	373.00
1670634262.26	251.00	374.00
1670634262.34	246.00	375.00
1670634262.40	242.00	376.00
1670634262.48	237.00	377.00
1670634262.55	229.00	378.00
1670634262.63	224.00	378.00
1670634262.70	220.00	379.00
1670634262.78	215.00	379.00
1670634262.85	210.00	379.00
1670634262.93	205.00	379.00
1670634262.99	197.00	379.00
1670634263.06	195.00	378.00
1670634263.13	187.00	379.00
1670634263.22	182.00	380.00
1670634263.29	176.00	380.00
1670634263.36	172.00	380.00
1670634263.43	166.00	381.00
1670634263.51	161.00	381.00
1670634263.57	154.00	380.00
1670634263.66	148.00	380.00
1670634263.72	143.00	379.00
1670634263.81	138.00	379.00
1670634263.87	133.00	380.00
1670634263.95	128.00	380.00
1670634264.02	120.00	381.00
1670634264.10	115.00	380.00
1670634264.17	110.00	380.00
1670634264.25	105.00	380.00
1670634264.31	100.00	379.00
1670634264.40	95.00	378.00
1670634264.46	88.00	377.00
1670634264.55	83.00	376.00
1670634264.61	79.00	374.00
1670634264.70	74.00	373.00
1670634264.76	68.00	371.00
1670634264.85	65.00	370.00
1670634264.91	59.00	368.00
